PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
short,6b878787af8982ca417e1f00d46165129aa7802297719affbf8568444809f2be,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
long,6b878787af8982ca417e1f00d46165129aa7802297719affbf8568444809f2be,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
other,6b878787af8982ca417e1f00d46165129aa7802297719affbf8568444809f2be,3,EPC-H3,Consider replacing heating boiler plant with a condensing type.,LOW
short,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,2,EPC-H2,Add time control to heating system.,LOW
short,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
medium,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,4,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
medium,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,5,EPC-H6,Add local temperature control to the heating system.,MEDIUM
medium,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,6,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
medium,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,7,EPC-H5,Add local time control to heating system.,LOW
medium,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,8,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,9,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,10,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
long,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,11,EPC-R5,Consider installing an air source heat pump.,HIGH
long,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,12,EPC-R1,Consider installing a ground source heat pump.,HIGH
long,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,13,EPC-R3,Consider installing solar water heating.,LOW
other,cee1df5931eb2ea4085ebbe79fee1178a6e3d6e30b09a8d8c02e143deaa0259a,14,USER,Consider replacing T8 lamps with LED's,LOW
long,843149efaeb0b1437684699c1663d795190055fa0ca92164103a9adaf9f944e3,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,843149efaeb0b1437684699c1663d795190055fa0ca92164103a9adaf9f944e3,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
other,843149efaeb0b1437684699c1663d795190055fa0ca92164103a9adaf9f944e3,3,EPC-H3,Consider replacing heating boiler plant with a condensing type.,MEDIUM
short,4591b02f4046676c71b8a6c6399e769e8fc9dd825ed0f29fc8103f8d25df697d,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
medium,4591b02f4046676c71b8a6c6399e769e8fc9dd825ed0f29fc8103f8d25df697d,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,4591b02f4046676c71b8a6c6399e769e8fc9dd825ed0f29fc8103f8d25df697d,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
other,4591b02f4046676c71b8a6c6399e769e8fc9dd825ed0f29fc8103f8d25df697d,4,EPC-H3,Consider replacing heating boiler plant with a condensing type.,MEDIUM
short,e9e589678deea4f4025b17584f473266723cf6a215b1756411d71ac42a6fce73,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
long,e9e589678deea4f4025b17584f473266723cf6a215b1756411d71ac42a6fce73,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,e9e589678deea4f4025b17584f473266723cf6a215b1756411d71ac42a6fce73,3,EPC-H3,Consider replacing heating boiler plant with a condensing type.,LOW
long,e9e589678deea4f4025b17584f473266723cf6a215b1756411d71ac42a6fce73,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
short,9fe6aaec6526b77b01f9bca87265d048c630e0a406f83a900b568f64563769ef,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
medium,9fe6aaec6526b77b01f9bca87265d048c630e0a406f83a900b568f64563769ef,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,9fe6aaec6526b77b01f9bca87265d048c630e0a406f83a900b568f64563769ef,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,9fe6aaec6526b77b01f9bca87265d048c630e0a406f83a900b568f64563769ef,4,EPC-R3,Consider installing solar water heating.,LOW
long,9fe6aaec6526b77b01f9bca87265d048c630e0a406f83a900b568f64563769ef,5,EPC-W1,Install more efficient water heater.,MEDIUM
long,9fe6aaec6526b77b01f9bca87265d048c630e0a406f83a900b568f64563769ef,6,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,9fe6aaec6526b77b01f9bca87265d048c630e0a406f83a900b568f64563769ef,7,EPC-R4,Consider installing PV.,LOW
short,8dbec29eb0a21a0d8a361692ad93277b8eca52cc986e37d9bbb0cc39958e07d5,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
long,8dbec29eb0a21a0d8a361692ad93277b8eca52cc986e37d9bbb0cc39958e07d5,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,8dbec29eb0a21a0d8a361692ad93277b8eca52cc986e37d9bbb0cc39958e07d5,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
other,8dbec29eb0a21a0d8a361692ad93277b8eca52cc986e37d9bbb0cc39958e07d5,4,EPC-H3,Consider replacing heating boiler plant with a condensing type.,LOW
other,e68782d97184f4fd966fa8e24b273dea0f895ece49e02fc6bc26d82a30fb5471,1,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
short,b41722379cd900bab219ba15228bc438efe4cadd1b6880a37ccfca8f3323e20a,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
medium,b41722379cd900bab219ba15228bc438efe4cadd1b6880a37ccfca8f3323e20a,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,b41722379cd900bab219ba15228bc438efe4cadd1b6880a37ccfca8f3323e20a,3,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,b41722379cd900bab219ba15228bc438efe4cadd1b6880a37ccfca8f3323e20a,4,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
other,b41722379cd900bab219ba15228bc438efe4cadd1b6880a37ccfca8f3323e20a,5,USER,Consider replacing all lighting with LED,HIGH
short,f02edaf9c37e4fe02789168d74a27dc52fa325fdbc020b35450e8a9ec4bc4232,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
long,f02edaf9c37e4fe02789168d74a27dc52fa325fdbc020b35450e8a9ec4bc4232,2,EPC-R3,Consider installing solar water heating.,LOW
long,f02edaf9c37e4fe02789168d74a27dc52fa325fdbc020b35450e8a9ec4bc4232,3,EPC-R4,Consider installing PV.,LOW
other,f02edaf9c37e4fe02789168d74a27dc52fa325fdbc020b35450e8a9ec4bc4232,4,USER,Consider installing LED lighting throughout all areas.,MEDIUM
long,6a82e2f0e8fd7667548e91bd26c7596140125b1eb0f8d09f7b70329767677eba,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,6a82e2f0e8fd7667548e91bd26c7596140125b1eb0f8d09f7b70329767677eba,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,6a82e2f0e8fd7667548e91bd26c7596140125b1eb0f8d09f7b70329767677eba,3,EPC-H6,Add local temperature control to the heating system.,MEDIUM
long,6a82e2f0e8fd7667548e91bd26c7596140125b1eb0f8d09f7b70329767677eba,4,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,6a82e2f0e8fd7667548e91bd26c7596140125b1eb0f8d09f7b70329767677eba,5,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
short,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
short,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
short,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,4,EPC-W1,Install more efficient water heater.,LOW
short,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,5,EPC-H2,Add time control to heating system.,LOW
short,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,6,EPC-H7,Add optimum start/stop to the heating system.,LOW
short,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,7,EPC-W2,Consider replacing HWS with point of use system.,LOW
short,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,8,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
short,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,9,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
medium,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,10,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
medium,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,11,EPC-H6,Add local temperature control to the heating system.,LOW
medium,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,12,EPC-H8,Add weather compensation controls to heating system.,LOW
medium,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,13,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
medium,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,14,EPC-H5,Add local time control to heating system.,LOW
medium,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,15,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
medium,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,16,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,17,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,18,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
long,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,19,EPC-R5,Consider installing an air source heat pump.,HIGH
long,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,20,EPC-R1,Consider installing a ground source heat pump.,HIGH
long,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,21,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,9c7d5239f567a7f2d39332464c953dbba9a07e1a63c80688ee56dcaf21959a68,22,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
short,2447c4afc1e0ac5cf46afdf9192dd3ecfb2fbf5be57d8c198da79501901b513b,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,2447c4afc1e0ac5cf46afdf9192dd3ecfb2fbf5be57d8c198da79501901b513b,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
medium,2447c4afc1e0ac5cf46afdf9192dd3ecfb2fbf5be57d8c198da79501901b513b,3,EPC-H2,Add time control to heating system.,LOW
medium,2447c4afc1e0ac5cf46afdf9192dd3ecfb2fbf5be57d8c198da79501901b513b,4,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,2447c4afc1e0ac5cf46afdf9192dd3ecfb2fbf5be57d8c198da79501901b513b,5,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,2447c4afc1e0ac5cf46afdf9192dd3ecfb2fbf5be57d8c198da79501901b513b,6,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,2447c4afc1e0ac5cf46afdf9192dd3ecfb2fbf5be57d8c198da79501901b513b,7,EPC-H6,Add local temperature control to the heating system.,LOW
long,2447c4afc1e0ac5cf46afdf9192dd3ecfb2fbf5be57d8c198da79501901b513b,8,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,2447c4afc1e0ac5cf46afdf9192dd3ecfb2fbf5be57d8c198da79501901b513b,9,EPC-H5,Add local time control to heating system.,LOW
medium,6a3cbb9305d699d0e83b9d2ac9bf38790c8cadf4b82dc2522c03bba618ea7af6,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,6a3cbb9305d699d0e83b9d2ac9bf38790c8cadf4b82dc2522c03bba618ea7af6,2,EPC-H2,Add time control to heating system.,LOW
medium,6a3cbb9305d699d0e83b9d2ac9bf38790c8cadf4b82dc2522c03bba618ea7af6,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,6a3cbb9305d699d0e83b9d2ac9bf38790c8cadf4b82dc2522c03bba618ea7af6,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,6a3cbb9305d699d0e83b9d2ac9bf38790c8cadf4b82dc2522c03bba618ea7af6,5,EPC-W1,Install more efficient water heater.,MEDIUM
long,6a3cbb9305d699d0e83b9d2ac9bf38790c8cadf4b82dc2522c03bba618ea7af6,6,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,6a3cbb9305d699d0e83b9d2ac9bf38790c8cadf4b82dc2522c03bba618ea7af6,7,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
long,6a3cbb9305d699d0e83b9d2ac9bf38790c8cadf4b82dc2522c03bba618ea7af6,8,EPC-H5,Add local time control to heating system.,LOW
long,3d4ddc7d5601b13da3d8474bccb7ffd87a57b731039578155a5c5ff97973ef93,1,EPC-R3,Consider installing solar water heating.,LOW
long,3d4ddc7d5601b13da3d8474bccb7ffd87a57b731039578155a5c5ff97973ef93,2,EPC-R4,Consider installing PV.,LOW
long,3d4ddc7d5601b13da3d8474bccb7ffd87a57b731039578155a5c5ff97973ef93,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
other,3d4ddc7d5601b13da3d8474bccb7ffd87a57b731039578155a5c5ff97973ef93,4,USER,"Installation data for the most recent lighting installation was not made available. It has therefore been necessary to assign lighting by type in accordance with the EPC Conventions. It is recommended that for good practice, all relevant design documentation be kept and maintained on-site or made available to assessors to allow for more accurate EPC results.",HIGH
other,3d4ddc7d5601b13da3d8474bccb7ffd87a57b731039578155a5c5ff97973ef93,5,USER,Thermal properties of the building fabric and the air-permeability have been based on assumptions of the buildings age in accordance with the current EPC Conventions. As there is no documented evidence available or provided that indicates otherwise.,MEDIUM
short,4c4be65e59961b91f829d39c81d657fe551aad5554ce80ff41c3da14c3d39bc5,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,HIGH
medium,4c4be65e59961b91f829d39c81d657fe551aad5554ce80ff41c3da14c3d39bc5,2,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,4c4be65e59961b91f829d39c81d657fe551aad5554ce80ff41c3da14c3d39bc5,3,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
short,344b7304187bace0c00af0a6a46fd1306e30321538c35818d232ccb0b4efb858,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,344b7304187bace0c00af0a6a46fd1306e30321538c35818d232ccb0b4efb858,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
long,344b7304187bace0c00af0a6a46fd1306e30321538c35818d232ccb0b4efb858,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,344b7304187bace0c00af0a6a46fd1306e30321538c35818d232ccb0b4efb858,4,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,344b7304187bace0c00af0a6a46fd1306e30321538c35818d232ccb0b4efb858,5,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
long,344b7304187bace0c00af0a6a46fd1306e30321538c35818d232ccb0b4efb858,6,EPC-R5,Consider installing an air source heat pump.,HIGH
long,77d131e81d15fd0ef5b97f227e6f671e84b4eaa4c8224b462c7a545901c953ec,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,77d131e81d15fd0ef5b97f227e6f671e84b4eaa4c8224b462c7a545901c953ec,2,EPC-R4,Consider installing PV.,LOW
long,77d131e81d15fd0ef5b97f227e6f671e84b4eaa4c8224b462c7a545901c953ec,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
long,77d131e81d15fd0ef5b97f227e6f671e84b4eaa4c8224b462c7a545901c953ec,4,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
long,be2d2a894a08a53d84abd02ebd4f668ced49ce7d8d0f57fa6f256c55f249ee5d,1,EPC-R4,Consider installing PV.,LOW
other,be2d2a894a08a53d84abd02ebd4f668ced49ce7d8d0f57fa6f256c55f249ee5d,2,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
long,b430081eb09f7f24f488fe6a75f04c501083cbac2b26f038141ffcd78edcb59c,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
other,b430081eb09f7f24f488fe6a75f04c501083cbac2b26f038141ffcd78edcb59c,2,USER,"At the time of the survey, the supply voltage was measured to be 250 V. Consider installing a Voltage Optimisation unit to reduce this level. Significant energy savings can be achieved as well as prolonging electrical equipment lifespans.",MEDIUM
other,b430081eb09f7f24f488fe6a75f04c501083cbac2b26f038141ffcd78edcb59c,3,USER,Thermal properties of the building fabric and the air-permeability have been based on assumptions of the buildings age in accordance with the current EPC Conventions. As there is no documented evidence available or provided that indicates otherwise.,HIGH
other,b430081eb09f7f24f488fe6a75f04c501083cbac2b26f038141ffcd78edcb59c,4,USER,"Access to the HVAC commissioning data was not permissible, therefore, in accordance with EPC Conventions, some benchmark efficiency data has been used based upon assumptions of the systems age. Improvements to the EPC score are likely to be achieved by allowing assessors access to the HVAC equipment and associated commissioning data. It is recommended that any future surveys be permitted access to the plant and data to allow a more accurate EPC score in line with the prevailing EPC Conventions.",HIGH
other,b430081eb09f7f24f488fe6a75f04c501083cbac2b26f038141ffcd78edcb59c,5,USER,Physical access to the Landlords HVAC equipment or information was not made permissible during the survey. In accordance with EPC Conventions then the benchmark efficiency data has been used based upon assumptions of the systems age. Improvements to the EPC score are likely to be achieved by allowing assessors access to the HVAC equipment and associated commissioning data. It is recommended that any future surveys be permitted access to the plant and data to allow a more accurate EPC score in line with the prevailing EPC Conventions.,HIGH
other,b430081eb09f7f24f488fe6a75f04c501083cbac2b26f038141ffcd78edcb59c,6,USER,"Access to the HVAC commissioning data was not permissible, therefore, in accordance with EPC Conventions, some benchmark efficiency data has been used based upon assumptions of the systems age. Improvements to the EPC score are likely to be achieved by allowing assessors access to the HVAC equipment and associated commissioning data. It is recommended that any future surveys be permitted access to the plant and data to allow a more accurate EPC score in line with the prevailing EPC Conventions.",HIGH
short,640beee5af5d69961c886b8ca60a878b69c73efae5bee394bacfb03b5a8b214d,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,640beee5af5d69961c886b8ca60a878b69c73efae5bee394bacfb03b5a8b214d,2,EPC-R3,Consider installing solar water heating.,LOW
long,640beee5af5d69961c886b8ca60a878b69c73efae5bee394bacfb03b5a8b214d,3,EPC-C3,Ductwork leakage is high. Inspect and seal ductwork.,MEDIUM
long,640beee5af5d69961c886b8ca60a878b69c73efae5bee394bacfb03b5a8b214d,4,EPC-H8,Add weather compensation controls to heating system.,LOW
long,640beee5af5d69961c886b8ca60a878b69c73efae5bee394bacfb03b5a8b214d,5,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,LOW
long,113808c072a514b0c250655912282bf53f647a1036d6fa7fa1cf8571432f59d2,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,113808c072a514b0c250655912282bf53f647a1036d6fa7fa1cf8571432f59d2,2,EPC-R3,Consider installing solar water heating.,LOW
long,113808c072a514b0c250655912282bf53f647a1036d6fa7fa1cf8571432f59d2,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,113808c072a514b0c250655912282bf53f647a1036d6fa7fa1cf8571432f59d2,4,EPC-R1,Consider installing a ground source heat pump.,HIGH
long,113808c072a514b0c250655912282bf53f647a1036d6fa7fa1cf8571432f59d2,5,EPC-R4,Consider installing PV.,LOW
short,4446431fd14101af51e610bebd8aee2917df0e332a273646bba7cf6149fd6c86,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,4446431fd14101af51e610bebd8aee2917df0e332a273646bba7cf6149fd6c86,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,4446431fd14101af51e610bebd8aee2917df0e332a273646bba7cf6149fd6c86,3,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,4446431fd14101af51e610bebd8aee2917df0e332a273646bba7cf6149fd6c86,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,4446431fd14101af51e610bebd8aee2917df0e332a273646bba7cf6149fd6c86,5,EPC-W3,Improve insulation on HWS storage.,LOW
long,4446431fd14101af51e610bebd8aee2917df0e332a273646bba7cf6149fd6c86,6,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
short,912f347a646e6b39aeab35a63b58eb9252727bd27343150272940a89aae92fb2,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
medium,912f347a646e6b39aeab35a63b58eb9252727bd27343150272940a89aae92fb2,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,912f347a646e6b39aeab35a63b58eb9252727bd27343150272940a89aae92fb2,3,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,912f347a646e6b39aeab35a63b58eb9252727bd27343150272940a89aae92fb2,4,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,912f347a646e6b39aeab35a63b58eb9252727bd27343150272940a89aae92fb2,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,912f347a646e6b39aeab35a63b58eb9252727bd27343150272940a89aae92fb2,6,EPC-W3,Improve insulation on HWS storage.,LOW
long,912f347a646e6b39aeab35a63b58eb9252727bd27343150272940a89aae92fb2,7,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
short,0eb2b4883a1fe9026c0e3656e9114aad4e669275ae553f175da6638de2995cbc,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
short,0eb2b4883a1fe9026c0e3656e9114aad4e669275ae553f175da6638de2995cbc,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
medium,0eb2b4883a1fe9026c0e3656e9114aad4e669275ae553f175da6638de2995cbc,3,EPC-H2,Add time control to heating system.,LOW
long,0eb2b4883a1fe9026c0e3656e9114aad4e669275ae553f175da6638de2995cbc,4,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,0eb2b4883a1fe9026c0e3656e9114aad4e669275ae553f175da6638de2995cbc,5,EPC-W3,Improve insulation on HWS storage.,LOW
long,0eb2b4883a1fe9026c0e3656e9114aad4e669275ae553f175da6638de2995cbc,6,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,0eb2b4883a1fe9026c0e3656e9114aad4e669275ae553f175da6638de2995cbc,7,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,0eb2b4883a1fe9026c0e3656e9114aad4e669275ae553f175da6638de2995cbc,8,EPC-H8,Add weather compensation controls to heating system.,LOW
other,11ac352077d7fe2a1c5e9324bf26933a95e9e233b664a27e85714dd5fe663592,1,USER,Consider installing EC fans on existing air handling units,LOW
other,11ac352077d7fe2a1c5e9324bf26933a95e9e233b664a27e85714dd5fe663592,2,USER,Provide up-to-date internal floor plans showing tenant layouts and partitioning of different rooms,LOW
other,11ac352077d7fe2a1c5e9324bf26933a95e9e233b664a27e85714dd5fe663592,3,EPC-R5,Consider installing an air source heat pump.,MEDIUM
other,6f7369570fbf78b6485600df9d51ff27e2fe20ead3fc7d95a7e355b5eb221f7a,1,USER,Thermal properties of the building fabric and the air-permeability have been based on assumptions of the buildings age in accordance with the current EPC Conventions. As there is no documented evidence available or provided that indicates otherwise.,MEDIUM
